Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Cost
0.45,36.0,17.0,4737505.0,Stone,9584.47,32.48,No,Yes,No,Roadways,No,Working Class,Yes,296048.59
0.59,16.0,6.0,61911.0,Stone,193.0,80.23,Yes,No,No,Roadways,No,Working Class,No,-1506.1
0.86,13.0,6.0,299.0,Aluminium,3.72,15.3,No,No,No,Roadways,No,Working Class,No,289.43
0.24,23.0,14.0,7548.0,Bronze,21.82,90.72,Yes,No,No,Waterways,No,Wealthy,Yes,691.24
0.15,49.0,22.0,171754.0,Brass,96.15,42.5,No,Yes,No,Airways,No,Working Class,No,1765.29
0.3,38.0,18.0,342.0,Wood,5.11,11.03,No,No,Yes,Roadways,No,Working Class,No,151.39
0.64,37.0,7.0,268520.0,Marble,272.18,34.86,No,Yes,No,Roadways,Yes,Working Class,No,2823.89
0.12,6.0,4.0,95.0,Aluminium,4.36,11.21,No,Yes,No,Airways,No,Working Class,No,113.42
0.45,7.0,8.0,3102.0,Wood,6.0,20.63,No,Yes,No,Airways,No,Working Class,No,129.82
0.83,20.0,10.0,1205.0,Aluminium,11.53,10.46,Yes,No,No,,No,Working Class,,408.85
0.45,37.0,15.0,3102.0,Bronze,92.09,51.6,No,No,No,Roadways,No,Working Class,Yes,19246.16
0.45,28.0,7.0,11501.0,Brass,127.3,57.12,No,No,Yes,,No,Working Class,No,2967.98
0.42,5.0,3.0,1147.0,Stone,6.34,11.08,Yes,No,No,Waterways,No,Working Class,Yes,217.91
0.76,20.0,12.0,310154.0,Marble,284.11,49.22,No,No,No,Roadways,No,Working Class,Yes,2225.79
0.5,29.0,14.0,3842.0,Clay,10.06,22.22,No,Yes,No,Airways,Yes,Working Class,,531.52
0.63,16.0,6.0,4967.0,,9.85,16.65,No,No,No,Roadways,No,Working Class,,587.97
0.51,25.0,21.0,1739435.0,Marble,13694.68,52.72,No,No,No,Roadways,No,Wealthy,No,19592.08
0.2,25.0,12.0,1285.0,Aluminium,5.29,15.97,No,Yes,No,Roadways,No,Wealthy,No,176.44
0.02,17.0,8.0,1057.0,Clay,3.25,16.29,Yes,No,Yes,Waterways,Yes,Working Class,,139.52
0.27,31.0,6.0,173774.0,Marble,950.12,85.23,Yes,Yes,No,Airways,No,Working Class,No,6023.71
0.09,53.0,25.0,93848.0,Bronze,80.34,93.12,No,Yes,Yes,Airways,No,Wealthy,No,1349.95
0.28,17.0,6.0,3912.0,Brass,8.03,15.11,No,No,Yes,Roadways,No,Wealthy,No,247.72
0.68,13.0,8.0,2915.0,Bronze,9.0,19.37,No,No,Yes,Roadways,No,Working Class,No,961.9
0.08,15.0,7.0,6398.0,Brass,3.52,29.15,Yes,No,No,Waterways,No,Working Class,No,182.68
0.75,20.0,17.0,5296.0,,21.58,55.86,No,No,No,,No,Working Class,No,1724.55
0.02,25.0,9.0,9411.0,Bronze,11.67,89.34,No,No,No,Airways,No,Working Class,No,377.09
0.32,12.0,7.0,342.0,Aluminium,3.97,12.14,No,No,Yes,Airways,No,Working Class,Yes,157.65
0.3,9.0,4.0,4258.0,Stone,7.69,17.31,No,No,No,Roadways,No,Working Class,No,249.52
0.77,19.0,8.0,4027.0,Bronze,33.14,22.73,No,Yes,No,Roadways,No,Working Class,No,700.89
0.5,33.0,8.0,380334.0,Marble,406.43,90.94,Yes,No,No,Waterways,No,Working Class,No,2885.77
0.6,27.0,13.0,29541.0,Bronze,124.96,74.15,Yes,No,Yes,Airways,No,Working Class,No,1856.51
0.31,11.0,8.0,14016.0,Marble,78.01,52.09,Yes,No,No,Waterways,No,Working Class,Yes,788.71
0.62,30.0,8.0,517.0,Wood,5.81,13.64,No,No,No,Roadways,No,Working Class,No,268.69
0.98,5.0,4.0,39.0,Aluminium,4.12,10.11,Yes,No,No,Airways,No,Working Class,No,226.78
0.5,20.0,9.0,2127.0,,7.23,14.74,No,No,No,,Yes,Working Class,No,275.94
0.33,16.0,7.0,549.0,Aluminium,6.85,14.9,No,No,No,Waterways,No,Working Class,No,153.98
0.64,37.0,7.0,268520.0,Marble,272.18,34.86,No,Yes,No,Roadways,Yes,Working Class,No,2823.89
0.26,18.0,8.0,2049.0,Clay,6.78,11.65,No,No,Yes,Roadways,Yes,Working Class,No,210.83
0.3,12.0,7.0,3232.0,,8.49,14.6,No,Yes,No,Roadways,No,Working Class,No,230.68
0.05,28.0,8.0,1486.0,Aluminium,5.18,20.94,No,No,No,,No,Working Class,No,141.31
0.36,3.0,2.0,70.0,,3.43,11.2,No,No,No,Roadways,No,Working Class,No,176.35
0.52,24.0,6.0,199913.0,Stone,778.91,96.93,No,No,No,Roadways,No,Working Class,No,8733.24
0.29,19.0,9.0,95985.0,Marble,161.78,62.09,No,No,No,,No,Working Class,,685.73
0.48,24.0,8.0,2436.0,Clay,5.74,10.08,No,No,No,Airways,Yes,Working Class,No,214.04
0.3,11.0,7.0,2253.0,Brass,9.79,21.24,No,Yes,No,Roadways,No,Wealthy,No,312.98
0.22,20.0,7.0,120716.0,Stone,94.12,26.77,No,No,No,Airways,No,Working Class,No,941.93
0.68,26.0,12.0,780.0,Wood,5.1,15.34,No,No,No,Waterways,No,Working Class,No,307.56
1.0,23.0,9.0,20813.0,Brass,151.25,63.63,Yes,No,No,,No,Working Class,,2583.09
0.0,38.0,9.0,2169.0,Aluminium,5.31,20.45,Yes,Yes,No,,No,Wealthy,,198.9
0.82,16.0,7.0,111795.0,Stone,616.48,59.84,No,No,No,Roadways,No,Working Class,No,17851.7
0.03,37.0,19.0,3786.0,Aluminium,4.49,23.43,Yes,No,Yes,Airways,No,Working Class,No,216.99
0.78,8.0,5.0,482.0,Bronze,5.33,14.81,No,Yes,Yes,Airways,No,Working Class,Yes,384.04
0.52,30.0,14.0,3169.0,Aluminium,3.83,21.84,No,No,No,Roadways,No,Working Class,No,330.88
0.85,20.0,9.0,908.0,Aluminium,4.49,24.18,No,Yes,No,Airways,No,Wealthy,,714.56
0.74,19.0,6.0,1234.0,Clay,5.8,13.69,Yes,Yes,No,Airways,Yes,Working Class,No,464.48
0.45,26.0,15.0,1975988.0,Stone,1489.74,34.24,Yes,No,No,Waterways,No,Working Class,No,-5405.7
0.45,25.0,7.0,960.0,Clay,6.05,23.19,No,No,No,Roadways,Yes,Working Class,,183.28
0.66,16.0,7.0,61395.0,Stone,107.4,78.03,No,Yes,No,Airways,No,Working Class,,1698.85
0.45,4.0,3.0,131.0,Brass,3.06,19.49,No,No,Yes,Airways,No,Wealthy,No,234.43
0.52,27.0,17.0,39133.0,Bronze,43.26,26.57,No,No,No,Waterways,No,Working Class,No,607.96
0.76,23.0,9.0,360.0,,3.16,24.46,No,Yes,No,Airways,No,Working Class,Yes,541.05
0.24,14.0,8.0,538.0,Aluminium,4.09,10.1,No,No,No,Roadways,No,Working Class,,120.25
0.29,27.0,7.0,301.0,,4.92,14.75,Yes,Yes,Yes,,No,Working Class,,180.44
0.57,32.0,15.0,8542.0,Clay,28.16,88.68,Yes,No,No,Waterways,Yes,Wealthy,No,1604.67
0.29,22.0,8.0,3102.0,,15.62,11.31,No,No,Yes,,No,Wealthy,,223.86
0.12,29.0,10.0,3102.0,,5.6,91.73,Yes,No,No,Waterways,No,Working Class,No,467.78
0.16,44.0,20.0,1214.0,,3.85,10.86,Yes,No,No,Waterways,No,Wealthy,No,109.91
0.45,26.0,17.0,39715.0,Bronze,67.25,31.05,No,Yes,No,Roadways,No,Wealthy,No,3487.44
0.21,7.0,5.0,17.0,Wood,3.75,22.68,Yes,No,No,Roadways,No,Working Class,No,172.41
0.6,10.0,4.0,227.0,Clay,4.56,24.86,Yes,No,No,Airways,Yes,Wealthy,No,327.16
0.29,18.0,7.0,99153.0,Stone,35.48,73.94,No,No,No,Waterways,No,Working Class,No,635.82
0.45,20.0,6.0,576.0,Aluminium,3.48,13.7,No,No,Yes,,No,Working Class,No,118.8
0.45,23.0,8.0,780.0,Aluminium,3.23,20.57,No,Yes,No,Roadways,No,Working Class,,205.28
0.49,14.0,6.0,125.0,Aluminium,3.51,14.09,No,No,No,,No,Working Class,No,170.97
0.45,39.0,16.0,733.0,Wood,5.37,19.46,No,No,Yes,Airways,No,Working Class,No,476.13
0.45,6.0,4.0,520.0,Brass,5.96,21.17,Yes,No,No,Waterways,No,Wealthy,No,255.53
0.69,11.0,8.0,827.0,Clay,6.22,20.2,No,No,No,Waterways,Yes,Working Class,Yes,414.44
0.25,9.0,8.0,5372.0,Marble,7.31,74.54,No,No,No,Roadways,No,Wealthy,No,556.14
0.94,32.0,14.0,352.0,Wood,5.68,11.48,No,No,Yes,Waterways,No,Working Class,No,740.84
0.48,20.0,32.0,36339.0,Clay,17.92,99.19,No,No,No,Roadways,Yes,Working Class,No,1810.51
0.9,33.0,14.0,938495.0,Marble,5518.48,85.45,Yes,No,Yes,Airways,No,Working Class,No,133694.06
0.99,20.0,7.0,3102.0,Aluminium,7.91,17.11,Yes,No,No,,No,Working Class,No,1194.59
0.34,51.0,21.0,9117294.0,Marble,5579.21,46.57,No,Yes,Yes,Airways,Yes,Wealthy,No,154844.15
0.11,12.0,8.0,58613.0,Stone,186.29,59.95,Yes,No,No,Airways,No,Working Class,No,699.1
0.45,3.0,3.0,16.0,Wood,4.42,11.79,No,Yes,Yes,,No,Working Class,No,110.66
0.25,35.0,19.0,2311.0,Aluminium,13.18,18.3,No,No,Yes,Roadways,No,Working Class,No,228.68
0.45,12.0,8.0,84.0,,6.31,19.05,Yes,No,No,Waterways,No,Working Class,,130.25
0.87,19.0,11.0,250244.0,Marble,1383.56,95.79,No,No,No,Roadways,No,Working Class,No,-4083.76
0.71,16.0,6.0,907.0,Clay,3.44,23.83,No,No,No,Roadways,Yes,Working Class,,385.66
0.2,21.0,12.0,27227.0,Brass,19.98,71.68,No,No,No,Waterways,No,Working Class,No,-427.8
0.62,39.0,8.0,3869.0,Clay,15.04,16.6,No,Yes,No,Roadways,Yes,Working Class,,580.3
0.68,20.0,10.0,15079.0,,103.6,95.57,No,No,No,Roadways,No,Wealthy,,2101.12
0.82,10.0,4.0,65.0,Aluminium,3.07,18.17,No,No,Yes,,No,Working Class,No,-290.64
0.22,42.0,10.0,692.0,Wood,5.89,24.42,Yes,Yes,No,Airways,No,Wealthy,,273.84
0.45,21.0,10.0,254.0,Wood,4.69,16.26,No,No,No,Roadways,No,Working Class,Yes,113.53
0.45,36.0,20.0,1243.0,Wood,3.74,18.2,Yes,Yes,No,Airways,No,Wealthy,No,323.69
0.18,29.0,10.0,440660.0,Marble,1190.13,39.71,No,No,No,Roadways,No,Working Class,No,1641.47
0.05,28.0,13.0,4199.0,Clay,5.79,17.42,No,Yes,Yes,Roadways,Yes,Working Class,No,210.15
0.69,30.0,13.0,1011795.0,Marble,2913.96,94.2,No,No,No,Roadways,No,Working Class,No,8907.7
0.91,21.0,11.0,814.0,Aluminium,5.11,14.92,No,No,No,Airways,No,Working Class,No,-574.95
0.65,35.0,16.0,6462.0,Clay,39.7,83.44,No,No,No,,Yes,Working Class,No,1857.44
0.45,8.0,5.0,5260.0,Stone,3.23,28.18,No,Yes,No,,No,Wealthy,No,297.01
0.67,5.0,3.0,379.0,,3.98,24.2,No,No,No,Roadways,No,Working Class,No,-260.83
0.64,17.0,9.0,203488.0,Stone,468.2,97.32,No,No,No,Roadways,No,Working Class,No,3719.24
0.93,13.0,6.0,3102.0,,8.26,14.13,No,No,Yes,,No,Working Class,No,1736.11
0.46,29.0,19.0,1443782.0,Marble,6513.92,94.47,Yes,No,No,Roadways,No,Working Class,No,48714.15
0.32,41.0,8.0,7743522.0,,16039.01,95.76,Yes,No,No,Roadways,No,Working Class,Yes,37741.52
0.45,12.0,8.0,614.0,Clay,6.27,18.44,No,Yes,No,Airways,Yes,Wealthy,Yes,224.06
0.75,19.0,6.0,63088.0,Stone,225.49,67.63,No,No,No,Roadways,No,Working Class,No,2065.65
0.47,6.0,5.0,3102.0,Bronze,4.76,20.32,No,No,No,,No,Working Class,No,199.21
0.58,4.0,8.0,19.0,Wood,6.48,20.05,Yes,No,Yes,,No,Working Class,No,228.53
0.11,10.0,8.0,54.0,Aluminium,4.15,12.77,No,No,Yes,Airways,No,Working Class,Yes,119.3
0.06,19.0,8.0,2613.0,,6.11,20.2,Yes,No,Yes,,No,Working Class,No,179.63
0.15,24.0,10.0,509845.0,Stone,1108.52,44.82,Yes,No,No,Airways,No,Working Class,No,3259.17
0.18,17.0,10.0,768.0,Aluminium,4.3,24.85,Yes,No,Yes,Waterways,No,Working Class,Yes,188.94
0.32,48.0,8.0,4831383.0,Marble,14190.43,72.26,No,No,Yes,,Yes,Working Class,No,25808.12
0.48,9.0,4.0,133.0,Clay,5.01,21.34,Yes,No,No,Waterways,Yes,Working Class,No,229.53
0.2,7.0,5.0,36.0,,4.87,16.29,No,No,No,,No,Working Class,No,129.39
0.71,8.0,4.0,2573.0,Marble,7.49,20.45,No,No,No,Airways,No,Working Class,Yes,533.29
0.65,6.0,5.0,3102.0,Clay,5.31,18.3,No,Yes,No,Roadways,Yes,Wealthy,No,251.84
0.4,5.0,4.0,25.0,Wood,3.41,22.12,No,Yes,No,Airways,No,Wealthy,No,178.7
0.23,14.0,7.0,3102.0,Brass,5.62,21.65,No,Yes,Yes,,No,Working Class,Yes,284.27
0.56,47.0,15.0,7929007.0,Stone,34009.33,59.66,No,No,Yes,Roadways,No,Working Class,Yes,157304.93
0.36,12.0,8.0,2883.0,Bronze,4.13,20.64,No,No,No,Roadways,No,Working Class,No,220.98
0.12,16.0,6.0,640.0,Clay,3.44,13.16,Yes,No,No,Waterways,Yes,Working Class,No,124.68
0.22,27.0,13.0,24822.0,Bronze,90.71,82.5,No,No,No,Airways,No,Working Class,No,1000.15
0.06,17.0,8.0,3102.0,Aluminium,3.82,21.43,No,No,No,Roadways,No,Working Class,No,137.75
0.18,11.0,7.0,1393.0,Bronze,6.69,17.55,Yes,Yes,Yes,Airways,No,Wealthy,Yes,245.32
0.44,20.0,8.0,4423.0,Bronze,7.69,22.62,No,Yes,No,Airways,No,Working Class,No,377.58
0.38,31.0,25.0,132422.0,Brass,275.23,81.27,No,Yes,Yes,,No,Wealthy,No,2488.69
0.3,47.0,18.0,1996390.0,,4523.83,31.65,No,Yes,Yes,,Yes,Wealthy,No,-36503.29
0.35,19.0,14.0,545.0,Wood,3.84,23.28,Yes,No,No,Waterways,No,Working Class,No,215.61
0.45,29.0,8.0,42345.0,Brass,68.48,98.17,No,No,Yes,Roadways,No,Working Class,,661.45
0.21,26.0,19.0,2070263.0,Stone,2340.58,96.05,Yes,Yes,Yes,Airways,No,Working Class,Yes,16416.24
0.06,8.0,4.0,125.0,Aluminium,4.89,23.12,No,Yes,No,Roadways,No,Wealthy,,153.33
0.83,50.0,30.0,11811959.0,Marble,73407.35,96.9,Yes,No,No,Waterways,Yes,Working Class,No,3792938.06
0.94,23.0,11.0,10751.0,Brass,32.18,38.54,Yes,No,No,Waterways,No,Working Class,Yes,1813.35
0.19,11.0,6.0,595.0,Clay,3.89,16.4,Yes,No,No,Airways,Yes,Working Class,No,145.62
0.28,20.0,9.0,3102.0,Wood,3.7,11.46,No,Yes,No,Roadways,No,Working Class,,136.16
0.45,34.0,16.0,7421.0,Clay,3.37,41.56,Yes,No,No,Waterways,Yes,Working Class,No,237.34
0.93,10.0,5.0,98.0,Clay,4.2,16.28,No,No,No,Roadways,Yes,Working Class,Yes,359.33
0.45,15.0,8.0,1738.0,Bronze,4.72,11.72,Yes,Yes,No,,No,Working Class,No,227.8
0.75,30.0,11.0,3102.0,Brass,210.19,35.71,No,No,Yes,,No,Working Class,No,1751.82
0.42,16.0,7.0,638.0,Clay,4.23,22.39,Yes,No,No,,Yes,Wealthy,No,289.87
0.27,29.0,12.0,1862.0,Aluminium,7.51,13.99,No,No,Yes,Roadways,No,Working Class,No,191.55
0.24,5.0,8.0,237.0,Bronze,6.56,17.83,Yes,Yes,Yes,Airways,No,Working Class,No,195.85
0.44,20.0,8.0,159.0,Wood,4.41,10.21,No,No,No,,No,Working Class,,148.01
0.05,8.0,5.0,77.0,,3.96,17.61,No,No,Yes,,No,Working Class,No,129.26
0.58,23.0,8.0,12552.0,Brass,71.1,37.27,No,Yes,No,Airways,No,Working Class,No,1793.5
0.45,10.0,8.0,765.0,,4.07,19.04,Yes,No,Yes,Airways,No,Wealthy,No,460.6
0.89,31.0,17.0,61523.0,Brass,396.42,51.17,No,No,No,,No,Working Class,,3829.5
0.56,14.0,6.0,726.0,Clay,4.81,15.88,No,No,Yes,,Yes,Working Class,Yes,248.14
0.16,21.0,13.0,2461.0,Clay,3.18,12.81,No,Yes,No,Roadways,Yes,Working Class,No,180.08
0.02,47.0,29.0,18929.0,,23.46,66.76,No,Yes,No,Roadways,Yes,Wealthy,No,450.45
0.34,15.0,8.0,3401.0,Brass,17.3,23.24,Yes,No,No,,No,Working Class,No,261.41
0.44,11.0,8.0,151.0,Wood,3.67,20.78,No,No,Yes,,No,Working Class,Yes,219.49
1.0,42.0,22.0,76361.0,,812.34,90.88,Yes,No,Yes,Waterways,No,Working Class,No,201088.04
0.44,19.0,13.0,266655.0,Marble,359.27,61.35,Yes,No,Yes,,No,Working Class,Yes,1881.99
0.57,13.0,6.0,2682.0,Brass,17.01,20.76,Yes,Yes,No,Airways,No,Working Class,Yes,386.78
0.3,30.0,16.0,1057097.0,Marble,5106.21,38.64,No,Yes,Yes,Airways,No,Working Class,No,-33177.08
0.08,14.0,6.0,10270.0,Marble,28.17,96.74,No,Yes,No,Airways,No,Wealthy,No,539.87
0.73,3.0,3.0,31.0,Clay,6.96,12.06,Yes,Yes,No,Airways,Yes,Wealthy,Yes,347.26
0.19,25.0,9.0,296913.0,Marble,508.68,47.69,No,Yes,Yes,Airways,No,Wealthy,No,2485.09
0.78,4.0,4.0,28.0,Wood,6.42,24.68,Yes,Yes,Yes,Airways,No,Working Class,No,391.73
0.5,21.0,8.0,467.0,Aluminium,4.46,20.11,No,No,No,Waterways,No,Wealthy,No,295.23
0.48,17.0,7.0,54433.0,Marble,131.87,26.28,No,No,Yes,Roadways,No,Working Class,No,604.94
0.96,27.0,7.0,3102.0,Stone,1524.16,79.77,No,No,No,,No,Wealthy,,7022.45
0.45,20.0,8.0,3859.0,Brass,5.31,20.5,No,Yes,Yes,Airways,No,Wealthy,,282.27
0.59,17.0,6.0,3102.0,Bronze,21.47,19.49,Yes,No,No,Waterways,No,Working Class,No,-290.32
0.72,13.0,7.0,822.0,Clay,6.94,10.14,No,No,No,Roadways,Yes,Working Class,No,288.53
0.16,3.0,3.0,253.0,Marble,3.37,23.8,No,Yes,No,Airways,No,Working Class,No,182.76
0.51,19.0,8.0,622.0,Aluminium,3.63,10.06,Yes,No,No,Airways,No,Working Class,No,163.48
0.45,10.0,5.0,598.0,Bronze,4.71,22.57,Yes,No,No,Waterways,No,Working Class,,284.08
0.49,20.0,6.0,4035.0,Brass,6.09,14.06,Yes,No,No,Airways,No,Wealthy,No,312.61
0.89,9.0,5.0,112.0,Wood,5.87,16.55,No,No,No,,No,Working Class,Yes,415.22
0.68,46.0,9.0,27614.0,Bronze,23.79,90.69,Yes,No,No,Waterways,No,Working Class,No,1862.96
0.73,37.0,9.0,1001690.0,Stone,1647.4,80.93,No,Yes,No,Airways,No,Working Class,No,13204.9
0.95,49.0,21.0,6413047.0,,41187.91,84.77,No,No,Yes,Roadways,Yes,Working Class,No,697072.32
0.71,47.0,13.0,1030.0,Wood,3.34,24.92,No,No,Yes,Roadways,No,Working Class,No,731.9
0.06,22.0,9.0,136591.0,Marble,209.36,50.0,Yes,Yes,No,Airways,No,Working Class,Yes,954.3
0.02,15.0,8.0,3173.0,Brass,8.61,16.39,Yes,Yes,No,Airways,No,Working Class,No,178.88
0.7,26.0,19.0,683.0,Wood,5.98,10.72,No,Yes,No,Airways,No,Wealthy,No,407.44
0.13,30.0,15.0,7923.0,Clay,25.88,93.12,No,Yes,No,Airways,Yes,Working Class,No,599.83
0.39,10.0,4.0,1322.0,Brass,4.18,13.05,No,Yes,Yes,Roadways,No,Wealthy,Yes,239.55
0.34,5.0,4.0,108.0,Clay,3.43,17.16,No,No,Yes,Roadways,Yes,Working Class,No,165.58
0.01,23.0,11.0,14303.0,Brass,15.51,69.34,Yes,Yes,Yes,Airways,No,Wealthy,No,449.41
0.45,16.0,6.0,193.0,Wood,5.43,12.69,No,Yes,Yes,Roadways,No,Wealthy,No,217.62
0.57,20.0,8.0,472.0,Aluminium,3.92,20.26,Yes,No,No,Waterways,No,Working Class,No,288.01
0.38,37.0,11.0,3102.0,Wood,6.71,24.47,No,No,Yes,,No,Working Class,,283.6
0.13,5.0,4.0,307.0,Brass,6.35,11.58,Yes,No,No,Waterways,No,Working Class,No,124.51
0.04,18.0,8.0,90610.0,Marble,82.76,69.15,No,No,Yes,Roadways,No,Working Class,No,547.62
0.39,17.0,8.0,2296.0,,7.02,14.2,Yes,No,No,Waterways,No,Working Class,No,232.24
0.75,46.0,8.0,1329.0,Aluminium,3.51,14.74,Yes,Yes,No,Airways,No,Working Class,No,510.86
0.15,13.0,7.0,1335.0,Bronze,3.58,13.45,No,No,No,Roadways,No,Working Class,No,134.84
0.86,15.0,6.0,1753.0,,5.02,20.06,No,No,No,,No,Working Class,No,483.41
0.84,30.0,9.0,482.0,Wood,6.63,20.96,No,Yes,No,Airways,No,Working Class,,800.65
0.42,47.0,21.0,1323.0,Wood,6.77,19.84,Yes,No,No,Airways,No,Working Class,,302.94
0.05,36.0,15.0,22082.0,Brass,33.04,77.37,No,Yes,No,Roadways,No,Working Class,No,-417.57
0.62,21.0,8.0,401.0,Wood,3.95,13.76,Yes,Yes,No,,No,Working Class,No,295.12
0.17,22.0,7.0,3102.0,Marble,410.28,45.92,Yes,No,Yes,Waterways,No,Working Class,,1206.67
0.79,32.0,6.0,270860.0,Stone,635.69,84.25,No,No,No,Roadways,No,Working Class,Yes,18494.9
0.38,18.0,9.0,68615.0,Marble,380.96,97.86,No,No,Yes,Waterways,No,Working Class,,1657.54
0.55,17.0,11.0,638.0,Aluminium,4.96,21.32,No,No,No,Roadways,No,Working Class,No,288.4
0.4,20.0,11.0,358.0,Wood,6.25,16.8,No,Yes,Yes,Roadways,No,Working Class,Yes,241.63
0.36,25.0,24.0,14074.0,Clay,34.08,95.89,No,No,Yes,Airways,Yes,Working Class,No,-1165.4
0.22,22.0,8.0,137531.0,Marble,412.82,80.33,No,No,Yes,Airways,No,Wealthy,No,1875.01
0.1,37.0,8.0,3102.0,Stone,7976.46,33.73,No,Yes,No,Airways,No,Wealthy,No,-57662.98
0.45,27.0,14.0,655328.0,Marble,1720.86,50.19,No,Yes,No,Airways,No,Working Class,No,4643.23
0.45,20.0,8.0,76584.0,Brass,272.51,45.12,Yes,Yes,No,,No,Working Class,No,2233.7
0.83,15.0,8.0,7239.0,Brass,31.11,86.26,No,Yes,Yes,Airways,No,Working Class,No,-1970.41
0.64,32.0,7.0,16948.0,,53.63,59.21,No,No,No,Roadways,No,Working Class,No,-1465.74
0.07,13.0,6.0,367.0,Clay,3.15,11.68,Yes,No,No,Waterways,Yes,Working Class,No,124.81
0.29,13.0,8.0,685.0,Clay,4.04,19.86,No,No,No,Roadways,Yes,Working Class,No,184.5
0.3,22.0,9.0,345055.0,Stone,365.28,54.25,Yes,No,No,Waterways,No,Working Class,No,-1297.25
0.92,20.0,8.0,90.0,Bronze,4.33,17.08,No,No,No,,No,Wealthy,No,288.33
0.17,29.0,17.0,6351.0,Clay,9.75,48.36,Yes,No,No,Roadways,Yes,Working Class,No,460.79
0.16,16.0,7.0,59081.0,Marble,97.47,64.08,Yes,Yes,No,Airways,No,Working Class,No,894.77
0.82,30.0,8.0,279249.0,Stone,2440.98,40.59,No,Yes,No,Airways,No,Working Class,No,13493.1
0.39,48.0,14.0,594.0,Wood,3.88,12.94,No,No,Yes,Roadways,No,Working Class,No,188.12
0.45,41.0,21.0,7511.0,Aluminium,9.78,34.53,No,No,No,Roadways,No,Working Class,No,271.79
0.94,4.0,4.0,51.0,Aluminium,3.9,24.61,Yes,Yes,Yes,Airways,No,Working Class,No,310.82
0.93,17.0,8.0,92844.0,Marble,291.18,95.16,No,No,No,Roadways,No,Working Class,No,2910.66
0.45,25.0,12.0,768367.0,Stone,1659.4,80.01,No,Yes,No,Airways,No,Wealthy,No,5800.68
0.53,37.0,14.0,2835.0,Aluminium,5.72,24.16,No,No,Yes,Waterways,No,Working Class,No,410.64
0.68,23.0,6.0,157231.0,Stone,198.59,76.68,Yes,No,Yes,,No,Working Class,No,1766.03
0.1,3.0,2.0,14.0,Bronze,4.22,10.44,Yes,No,Yes,Waterways,No,Working Class,No,-126.3
0.41,27.0,8.0,13585.0,Bronze,42.5,51.43,No,No,No,Roadways,No,Wealthy,Yes,775.22
0.36,11.0,7.0,35050.0,Stone,116.58,50.03,No,No,No,Roadways,No,Working Class,No,635.85
0.36,27.0,7.0,3706.0,Brass,14.95,15.87,Yes,Yes,No,Airways,No,Wealthy,No,320.36
0.41,32.0,11.0,730.0,Wood,5.52,11.18,No,Yes,No,Roadways,No,Working Class,Yes,182.18
0.25,31.0,8.0,18173.0,Brass,42.41,85.18,No,No,No,Airways,No,Working Class,Yes,799.99
0.9,8.0,4.0,166.0,Clay,6.21,17.33,Yes,Yes,Yes,Airways,Yes,Working Class,No,636.41
0.23,38.0,17.0,1071.0,Wood,3.87,24.83,No,No,No,Roadways,No,Working Class,No,191.98
0.02,24.0,6.0,222.0,Wood,4.7,15.8,No,No,No,,No,Working Class,No,106.78
0.4,8.0,4.0,3601.0,Marble,22.32,15.52,Yes,No,No,,No,Working Class,,224.09
0.3,14.0,7.0,2613.0,Bronze,5.69,14.47,Yes,No,No,Airways,No,Working Class,No,196.51
0.53,24.0,6.0,329.0,Wood,5.63,14.42,Yes,Yes,No,Airways,No,Working Class,No,253.4
0.0,31.0,16.0,1641621.0,Marble,1181.16,93.14,Yes,Yes,No,,No,Working Class,No,-4385.12
0.15,31.0,16.0,1601.0,Aluminium,4.22,10.9,Yes,Yes,Yes,Airways,No,Wealthy,No,223.74
0.37,14.0,7.0,3102.0,Marble,80.98,51.19,No,Yes,Yes,Airways,No,Wealthy,No,1362.66
0.42,14.0,8.0,86151.0,Stone,184.01,98.05,No,Yes,No,,No,Wealthy,,1694.67
0.91,6.0,4.0,2718.0,Marble,30.13,21.54,Yes,Yes,No,Airways,No,Wealthy,No,631.84
0.8,38.0,6.0,355.0,Aluminium,6.98,24.12,No,No,No,Roadways,No,Wealthy,No,763.99
0.05,4.0,8.0,804.0,,6.36,22.3,Yes,No,No,Waterways,No,Working Class,No,207.44
0.57,24.0,6.0,7994.0,Brass,14.64,81.59,No,Yes,No,Airways,No,Working Class,No,1058.76
0.34,8.0,8.0,5153.0,,8.92,97.79,Yes,No,No,Waterways,No,Working Class,No,-648.1
0.58,12.0,6.0,20337.0,Marble,43.34,49.18,Yes,No,Yes,Waterways,No,Working Class,No,763.41
0.23,29.0,8.0,1111835.0,,506.36,46.21,Yes,No,Yes,Airways,No,Working Class,No,7435.86
0.36,9.0,5.0,133.0,Aluminium,5.26,11.71,Yes,No,No,Waterways,No,Working Class,No,147.04
0.97,30.0,15.0,575.0,Wood,4.58,13.39,No,No,No,Roadways,No,Working Class,No,-708.86
0.14,20.0,8.0,1728.0,Bronze,4.49,21.49,Yes,Yes,No,Airways,No,Working Class,No,203.36
0.99,30.0,8.0,13701.0,Bronze,54.74,39.44,No,No,No,Airways,No,Working Class,No,3075.81
0.49,14.0,6.0,59415.0,Stone,88.13,68.97,Yes,No,No,Airways,No,Working Class,Yes,-2349.11
